hotel_name,food_type,location,rating,delivery_time,percentage_off,amount_off
raja vada pav goregaon wala,"snacks, fast food",borivali,3.9,37,0.0,0.0
sandy's thick shake,"desserts, beverages",borivali,2.4,37,0.0,0.0
hotel shri krishna,"south indian, north indian, chinese, beverages, snacks",borivali,0.0,37,0.0,0.0
hem-the cake shop,desserts,kandivali west,3.6,39,0.0,0.0
zero gravity ( boriwali ),indian,borivali,2.6,39,0.0,0.0
the pastelworks co. malad,bakery,malad east,3.9,38,30.0,150.0
kulchizza factory,"north indian, chinese, fast food",borivali,0.0,37,0.0,0.0
guru krupa juice center,"beverages, juices",borivali,0.0,38,0.0,0.0
indocafe,"continental, mexican, italian, desserts, beverages",borivali,2.8,37,0.0,0.0
cafe bahar restaurant,"biryani, arabian, chinese, north indian",malad kan east,3.8,38,0.0,0.0
the pavilion bar and resturant,"north indian, biryani, seafood, chinese, tandoor, kebabs",ajanta shoping center,4.1,39,0.0,0.0
twist and taste,"chinese, snacks",borivali,0.0,39,0.0,0.0
my choice franky house,fast food,malad kan west,3.7,39,0.0,0.0
the chocolate chips,indian,borivali,4.4,34,0.0,0.0
saucy pasta cartel,pastas,borivali,0.0,37,0.0,0.0
momos 8849,fast food,borivali,0.0,37,0.0,0.0
veg curries of india,"north indian, chinese, street food, mughlai, tandoor, kebabs, punjabi, biryani, snacks",borivali,4.5,37,0.0,0.0
chef de partie,"bakery, beverages, desserts",dahisar,0.0,34,0.0,0.0
bolbol burgers,"indian, snacks, north indian",borivali west,4.2,39,0.0,0.0
buns & deluchas,"bakery, desserts",borivali,0.0,34,0.0,0.0
bhuraji sandwich,"fast food, snacks",malad kan west,0.0,38,0.0,0.0
hidden spot cafe & resto,pizzas,borivali,0.0,39,0.0,0.0
thick shakes magic- cad b,indian,dahisar,0.0,37,30.0,150.0
ekdum biryani,"biryani, north indian, mughlai, tandoor, kebabs",kandivali west,3.9,39,20.0,700.0
chaap central by punjabi grill dhaba,indian,malad kan west,3.6,38,0.0,0.0
vicky chinese,chinese,dahisar,0.0,37,0.0,0.0
kokan chinese corner,"chinese, snacks",malad kan west,0.0,36,0.0,0.0
noor chinese and tandoor,chinese,borivali,0.0,38,0.0,0.0
shree samarth malvani food's,"north indian, indian",borivali,0.0,38,0.0,0.0
chavishtha ventures llp,"indian, seafood, snacks",dahisar,4.1,38,0.0,0.0
d sandwicha & snakes corner,"italian, pizzas, snacks",dahisar,0.0,37,0.0,0.0
kulfi bite,indian,malad kan west,0.0,34,0.0,0.0
gladmad pizza,"italian-american, pizzas, beverages",borivali,0.0,0,0.0,0.0
the elegant spatula-creative cakes n cookies,bakery,borivali,0.0,39,0.0,0.0
navkar mart,"snacks, gujarati",kandivali west,0.0,38,0.0,100.0
kings corner,chinese,dahisar east,3.4,38,0.0,0.0
miss u cake n bake,"bakery, jain",malad kan east,0.0,38,0.0,0.0
radha krishna pav bhaji,indian,borivali,0.0,37,0.0,0.0
shree mahalaxmi fast food & juice center,"chaat, fast food",borivali,0.0,36,0.0,0.0
gobble up,"fast food, snacks, chinese",borivali,0.0,38,0.0,0.0
shakeoty,beverages,borivali west,3.9,37,0.0,100.0
samarth krupa chinese corner tifin service,"north indian, chinese",dahisar,0.0,39,0.0,0.0
the yellow tadka,"indian, chinese, street food, thalis, biryani, tandoor",borivali west,0.0,38,0.0,0.0
sainath hotel,"chinese, north indian, south indian",dahisar,2.8,39,0.0,0.0
the indian gourmet kitchen,"indian, mughlai",malad kan east,4.7,39,50.0,100.0
tea pea cafe borivali(w),"indian, fast food, italian-american, snacks, waffle",borivali west,4.5,55,0.0,0.0
aromas bingee,"south indian, chinese, fast food",lokmanya library,4.3,44,0.0,125.0
shreeg,chinese,dahisar,3.3,45,0.0,0.0
delicious chinese cuisine,chinese,dahisar,2.1,40,0.0,0.0
gupta juice and sandwich,"juices, fast food, beverages, snacks, pastas",borivali,0.0,44,0.0,0.0
ice cream cake factory,ice cream cakes,malad west,3.7,47,0.0,100.0
italiiano,"pizzas, mexican, italian, pastas, burgers",jog gor east,0.0,47,0.0,0.0
le quatre,"desserts, bakery, snacks",anupama anand nagar,3.2,51,0.0,0.0
ami ice-cream,desserts,malad kan west,0.0,45,0.0,0.0
eat cake love,bakery,malad kan west,0.0,40,0.0,0.0
sai rameshwar,chinese,borivali,0.0,40,0.0,0.0
jodhana zaika,"chinese, indian, beverages",borivali,0.0,46,0.0,0.0
shree krishna family restaurant & bar,"indian, chinese, biryani",dahisar east,0.0,46,0.0,0.0
hunger's food,chinese,borivali,2.8,40,0.0,0.0
billy's burgers,"fast food, desserts, beverages",malad west,4.4,51,0.0,0.0
ambrosia cakes bakes and snacks,"bakery, snacks, desserts, continental",kandivali west,3.9,43,20.0,800.0
aarti's food magic,"indian, biryani, beverages",csr complex building no 14 flat no 201,0.0,48,0.0,0.0
sv food hub,"pizzas, desserts",malad east,3.9,42,0.0,0.0
momo dynasty,chinese,borivali,0.0,45,0.0,0.0
quest,"north indian, chinese, continental, oriental, desserts",borivali,4.4,41,0.0,0.0
nutrii chef,"salads, healthy food",malad kan west,3.6,47,25.0,125.0
fresh rasoi,"indian, chinese, beverages, desserts, biryani",malad kan west,0.0,57,0.0,0.0
chinese & momos express,"chinese, combo",malad kan east,4.5,49,40.0,200.0
borivali healthy juices,"juices, beverages, fast food, snacks, pastas",borivali,0.0,53,0.0,0.0
me chinese!,"chinese, thai, arabian",malad east,0.0,59,40.0,200.0
ram's radhe krishna cafe,south indian,malad kan west,0.0,52,0.0,0.0
umesh sandwich,fast food,borivali,0.0,40,0.0,0.0
svvad kitchen,"chinese, pastas, snacks",borivali,0.0,40,0.0,0.0
chinese walla,indian,borivali,0.0,43,0.0,0.0
mozzarella pizza hub,"pizzas, snacks, italian",malad east,0.0,0,0.0,0.0
sai jee amruttulya & snacks,chinese,malad kan west,0.0,52,20.0,120.0
festive the cake shop,desserts,malad east,4.1,43,0.0,0.0
sai darbar hotel,"chinese, indian, biryani",dahisar,0.0,47,0.0,0.0
big bro's pizza,"pizzas, burgers, chinese, snacks",malad kan east,0.0,43,0.0,0.0
the waffle box,waffle,malad kan west,0.0,0,0.0,250.0
bakewills boulangerie and cafe,"fast food, chinese, burgers",borivali east,0.0,45,0.0,0.0
gopi breakfast point,"chinese, beverages, bakery",borivali,0.0,43,20.0,700.0
warm baker s world,bakery,borivali west,0.0,44,0.0,0.0
secret multicuisine restaurant,"north indian, chinese, biryani, mughlai, punjabi, seafood, beverages",mira road,3.6,47,0.0,0.0
p hand coffee,"beverages, pizzas, south indian",malad kan west,0.0,46,0.0,0.0
hunger tea cafe,"beverages, snacks, fast food, pizzas, desserts",borivali,0.0,46,0.0,0.0
raccoon kitchen,"north indian, indian, biryani",malad kan east,4.9,48,0.0,0.0
red yellow restaurant,"north indian, chinese, biryani",jog gor east,0.0,55,0.0,0.0
mahesh fine dine,"indian, fast food",borivali,3.5,45,0.0,0.0
fizzy,"snacks, beverages",borivali,4.2,43,0.0,0.0
western burger,"chinese, burgers, pizzas",malad kan west,0.0,51,0.0,0.0
j3pizzaa,"italian, pizzas",jog gor east,3.8,54,0.0,0.0
miami waffles & jawbreakers,"waffle, desserts, beverages",malad west,0.0,0,0.0,175.0
chaat pat snackks,"snacks, fast food, chinese, beverages",malad kan east,0.0,0,0.0,0.0
fast food and beverage's,"beverages, snacks, pizzas, fast food",malad kan west,0.0,49,0.0,0.0
12th pass coffee and tea,"beverages, chinese, burgers",malad kan west,0.0,47,0.0,0.0
aranyam fine dine & bar,"north indian, chinese, biryani",goregaon east,0.0,63,0.0,175.0
quick kukkad,"snacks, kebabs, tandoor",borivali,4.7,40,20.0,100.0
veganiza,"snacks, pastas",malad east,0.0,0,0.0,0.0
rashmin patisserie & savory,"bakery, desserts",malad kan east,0.0,40,0.0,0.0
red dots,"north indian, chinese, biryani",jog gor east,2.9,55,0.0,0.0
tanisha dry fruits,indian,malad kan west,0.0,52,0.0,0.0
cooper's home kitchen,"biryani, south indian, continental, chinese",malad kan west,0.0,51,0.0,0.0
cooper's bakery,"bakery, fast food, snacks",malad kan west,0.0,50,0.0,0.0
steam 99,"chinese, fast food, beverages",jog gor east,0.0,60,0.0,0.0
2? cakes,bakery,jog gor east,0.0,52,0.0,0.0
frosting the cake shop,bakery,malad kan east,0.0,42,0.0,0.0
shree krishnas kitchen,"north indian, indian",dahisar,0.0,42,15.0,100.0
dim shi,"asian, chinese",borivali,3.7,54,0.0,0.0
7 layers,bakery,malad kan west,0.0,42,0.0,0.0
dreams & beans coffee,beverages,malad kan west,0.0,49,0.0,0.0
jain dugdhaly,"bakery, sweets",malad kan east,0.0,42,0.0,0.0
chow mi adda chinese and momos corner,"chinese, thai, asian",malad kan west,0.0,51,0.0,0.0
d'aromas coffee,beverages,malad west,0.0,49,0.0,100.0
forks & spoons,"pizzas, chinese, pastas, beverages, fast food, burgers",malad kan east,0.0,42,0.0,0.0
vishal chinese corner,chinese,malad kan east,0.0,40,0.0,0.0
dessert 99,"waffle, desserts, beverages",borivali,0.0,44,0.0,0.0
gosssip corner - cafe resto,indian,dahisar,0.0,46,0.0,0.0
havmor ice cream parlour,ice cream,borivali,0.0,47,0.0,0.0
the spice of mumbai,"north indian, chinese",malad west,3.3,63,0.0,0.0
brijwasi mart,"waffle, desserts, snacks, beverages",mira road,2.8,55,0.0,150.0
caky bakey,bakery,borivali,0.0,42,0.0,100.0
gully dosa,"south indian, street food",jog gor west,3.9,51,0.0,0.0
kadam bandhu,fast food,dahisar,0.0,41,0.0,0.0
king bhujing biryani corner,"biryani, north indian",borivali,4.3,42,0.0,0.0
pizza rride,"pizzas, continental",malad east,4.1,44,0.0,0.0
r.k food hub,"fast food, chinese, snacks, beverages",borivali,4.5,43,0.0,0.0
biryani and spice,"biryani, mughlai, north indian",malad kan west,4.9,47,0.0,100.0
quarter castle resto bar,"continental, chinese, indian, beverages",malad west,3.8,51,0.0,0.0
tandoor tribes,"snacks, tandoor",borivali,3.1,40,0.0,0.0
sunik foodland,"desserts, sweets, snacks, pizzas","kandivali, malad east",0.0,42,0.0,0.0
biryani flavours,"biryani, snacks, kebabs, sweets",malad kan east,3.7,46,0.0,0.0
vadapav and more,"indian, snacks, chaat, juices, desserts",malad west,2.2,55,0.0,75.0
exotic baristo,"beverages, pizzas, fast food, snacks",dahisar,0.0,47,0.0,0.0
goregaon kitchen,"chinese, snacks, arabian, combo",malad kan east,2.9,43,30.0,150.0
ashley kitchen,"indian, chinese, biryani",malad kan west,4.3,47,0.0,200.0
maa ashapura food & snacks,"indian, snacks",malad kan west,3.2,52,0.0,0.0
aum fine dine,indian,kandivali west,3.6,48,0.0,0.0
flavour junction,"chinese, north indian, snacks",dahisar,3.8,44,0.0,0.0
swadisht desi food,"burgers, chinese",borivali,0.0,46,0.0,0.0
bong moyra,"sweets, bengali",borivali,3.3,43,0.0,0.0
spice hut veg and non veg,"chinese, north indian, biryani",dahisar,2.4,41,0.0,0.0
divine chinese,chinese,malad west,4.3,48,0.0,0.0
asian express,"chinese, biryani",jog gor east,0.0,0,0.0,150.0
cheesy kulhad,"pizzas, fast food",malad kan west,0.0,52,0.0,0.0
dsf fast food,"pizzas, pastas, burgers, fast food, snacks, italian, american",kandivali west,4.9,45,0.0,0.0
jai shree radhe krishna soda pub,beverages,kandivali west,3.8,42,0.0,0.0
tea pea cafe,"beverages, italian-american, fast food, snacks, waffle",malad kan east,0.0,45,0.0,0.0
uncle chinese corner,"indian, fast food",malad kan west,0.0,44,0.0,0.0
flavorish the gourmet cake shop,bakery,goregaon east,0.0,48,50.0,250.0
peek and boo,"snacks, fast food",malad kan west,0.0,52,0.0,0.0
delecious the family restaurant,"indian, chinese",malad west,0.0,41,0.0,0.0
jaianti biryani,"biryani, north indian, salads, hyderabadi",borivali,3.7,57,30.0,150.0
hunger bell,"snacks, chinese, tandoor, north indian",malad kan west,0.0,52,0.0,0.0
damdaar swaad,"italian-american, fast food, snacks, indian",jog gor west,4.3,49,0.0,0.0
secret sauce sandwiches,"pizzas, snacks, italian, mexican",borivali west,3.3,42,0.0,0.0
chef chini,"chinese, fast food, desserts, beverages",malad kan west,0.0,52,0.0,0.0
all about cheese,"fast food, snacks, pizzas",malad kan west,0.0,0,10.0,100.0
size zero,"chinese, burgers, pizzas, pastas, fast food",kandivali,0.0,40,30.0,150.0
adarsh refreshment,beverages,malad,0.0,43,0.0,0.0
asian tadka,"indian, tandoor, thai, chinese",goregaon,3.4,55,0.0,0.0
juice buddy,beverages,borivali,0.0,40,0.0,0.0
oh! pizzaz,"beverages, snacks",malad kan west,0.0,42,0.0,0.0
dairy naturals,"ice cream, desserts",malad kan west,0.0,53,0.0,0.0
high on waffle,"north indian, bakery",malad kan west,0.0,49,0.0,0.0
faloodah by purple foods,"beverages, desserts",malad,2.5,46,0.0,0.0
the noisy cake,bakery,jog gor east,4.4,64,0.0,0.0
bombay shakers,beverages,malad kan west,0.0,50,0.0,0.0
sliders bell,"snacks, beverages",borivali west,4.4,42,0.0,0.0
matoshree chinese & fast food,chinese,malad kan west,0.0,0,0.0,0.0
navaratna kitchen & bar,"north indian, chinese, south indian, tandoor, seafood",borivali,0.0,46,20.0,700.0
upperdeck bistro,"beverages, burgers, pastas, snacks",malad kan west,4.2,45,10.0,100.0
sweet cakes & more,"bakery, desserts",malad west,0.0,0,0.0,250.0
meenakshi bar and restaurant,"chinese, north indian, indian, snacks",jog gor east,0.0,43,0.0,0.0
bombar,"italian, chinese, tandoor",jog gor west,4.8,56,0.0,0.0
malvani masala,"indian, north indian",borivali,2.8,62,20.0,700.0
ruchira's food hub,"chinese, american",borivali,0.0,41,0.0,0.0
neelam garden,"north indian, chinese, biryani",borivali,0.0,41,0.0,0.0
angel cake shop,bakery,malad kan east,0.0,46,0.0,0.0
mogazm,"snacks, fast food, beverages",malad kan west,0.0,0,50.0,250.0
marvish home kitchen,"indian, north indian",jog gor west,0.0,48,0.0,0.0
munira's,desserts,dahisar west,0.0,44,0.0,0.0
shivani chinese and pizza corner,"pizzas, chinese, fast food",malad kan west,3.4,54,0.0,0.0
raju snacks,"beverages, burgers, ice cream",borivali,4.3,41,0.0,0.0
balaji express,"south indian, beverages, fast food, juices, chaat",jog gor east,0.0,49,0.0,0.0
conch restaurants,"asian, continental, chinese",malad west,0.0,57,0.0,0.0
vishal's fast food hub,chinese,jog gor east,0.0,48,0.0,0.0
shree's frankie rolls and more,"snacks, pizzas",borivali,0.0,46,0.0,0.0
being bakers shop,bakery,mira road,0.0,48,0.0,0.0
zero gravity,"chinese, continental, fast food, italian",gandhi nagar,4.1,49,0.0,0.0
naashta sweets and more,indian,jog gor east,3.2,49,10.0,600.0
kandivali 67 chinese corner,"chinese, biryani",borivali,1.5,40,0.0,0.0
3 barmen,"chinese, north indian",malad west,0.0,0,0.0,0.0
avarya,"snacks, desserts, beverages",mahim dadar,0.0,45,0.0,0.0
gharchi athwan,"maharashtrian, snacks, sweets",borivali,0.0,42,0.0,0.0
bella food corner,"north indian, chinese, tandoor, biryani, snacks",dahisar (e) mumbai,3.8,41,0.0,0.0
the malai paneer company,north indian,malad kan west,4.8,54,0.0,0.0
phelia lounge,"chinese, tandoor, continental, indian, italian, pizzas",goregaon west,3.8,57,0.0,0.0
shreeji aamras,beverages,dahisar,0.0,0,0.0,100.0
hungry paji,"chinese, indian, tandoor",goregaon,0.0,49,10.0,100.0
the bagve's cafe,waffle,jog gor west,0.0,52,0.0,0.0
beyond - wine & dine,"continental, mexican, salads, chinese, north indian",malad west,0.0,0,0.0,0.0
the ministry of chefs,"north indian, chinese, snacks, fast food, desserts, beverages, biryani, seafood, indian, tandoor",malad kan west,0.0,52,0.0,0.0
namaste mumbai,"chinese, fast food, indian, beverages",malad kan west,0.0,46,0.0,0.0
party time pizzas,"pizzas, fast food, bakery, desserts",raheja township,3.5,43,0.0,0.0
crispy slice pizza,pizzas,goregaon,4.1,53,0.0,0.0
dbw de burger world,"burgers, pizzas, fast food, snacks, beverages",mira road,0.0,50,0.0,0.0
swadam bhog,"indian, north indian, chinese, punjabi, snacks, biryani",borivali west,4.6,48,0.0,0.0
swadisht desi,"burgers, pizzas, chinese, beverages",malad kan west,4.6,52,0.0,100.0
latte on the rocks,"beverages, snacks, fast food",malad west,0.0,52,0.0,0.0
mondo fine dine,"italian, indian",dahisar west,4.2,64,0.0,0.0
lobo tiffin service,indian,malad kan east,0.0,47,0.0,0.0
red chilly chinese cuisine,indian,malad kan west,0.0,52,30.0,150.0
tina's fried chicken,"indian, chinese",borivali,0.0,40,0.0,0.0
om namo fast food,"fast food, chaat",borivali,0.0,0,0.0,0.0
y.t kitchen,"italian, snacks, mexican",malad kan east,0.0,41,0.0,0.0
potoba chinese corner,"chinese, beverages",dahisar,3.7,41,0.0,0.0
jordan,chinese,malad west,4.7,41,0.0,0.0
kinara tadka,"chinese, north indian, beverages",borivali,0.0,44,0.0,0.0
sarthak restaurant,"indian, chinese, thalis, biryani",jog gor east,0.0,52,0.0,0.0
avva's food,chinese,dahisar,0.0,44,0.0,0.0
fc cafe,"italian, fast food, beverages, desserts",malad kan west,0.0,42,0.0,0.0
the bombay house,"north indian, snacks, pizzas, chinese",dahisar,3.7,48,0.0,150.0
gopi's momos centre,"chinese, sweets, beverages",borivali,0.0,45,20.0,700.0
the fellas,"fast food, snacks, beverages",malad kan west,0.0,0,15.0,1000.0
aniruddha ice cream parlour,beverages,kandivali east,0.0,43,0.0,0.0
zaika homemade food,"biryani, indian, sweets",malad kan east,0.0,45,0.0,0.0
pett pooja frankie,"fast food, chinese, south indian",borivali,0.0,49,0.0,0.0
9 star kitchen,"indian, seafood, beverages",borivali,4.3,44,20.0,120.0
the thickshake project,"ice cream, beverages, juices, desserts",malad west,3.7,54,0.0,0.0
mumbai's food spot,"south indian, fast food, street food",malad kan west,0.0,48,0.0,0.0
daddu's biryani,"biryani, kebabs",dindoshi,0.0,0,0.0,0.0
blas diaga,bakery,opp. chincholi bunder road,0.0,55,0.0,0.0
arabian bistro,"arabian, snacks, beverages",borivali,4.1,45,0.0,0.0
the dessert clubb,"desserts, snacks",kandivali west,3.7,42,0.0,0.0
cakes fiesta,"bakery, desserts, beverages, ice cream",goregaon,3.4,49,0.0,0.0
v for vegan,salads,malad west,0.0,0,0.0,0.0
healthy trays,"salads, fast food, indian, chaat, north indian",malad kan east,0.0,44,0.0,0.0
bhola bhelpuri,"chaat, snacks, beverages",jog gor west,4.4,57,0.0,0.0
jain cafe,pizzas,malad kan east,3.6,44,0.0,0.0
the desert lounge,"north indian, italian, chinese",malad kan west,0.0,46,0.0,0.0
disha kitchen,"north indian, chinese",dahisar,1.5,62,0.0,125.0
homely palate,chinese,dahisar,0.0,52,0.0,100.0
fresh meals,"indian, snacks, seafood",borivali,0.0,44,0.0,0.0
samrat family restaurant,"indian, chinese, north indian, tandoor, snacks, beverages",borivali west,4.4,45,0.0,0.0
mozzarella burst pizza's,pizzas,malad kan east,4.1,48,0.0,0.0
fish koliwada corner,"north indian, biryani",malad kan east,0.0,53,0.0,0.0
just frys,indian,estate link raod,0.0,0,0.0,0.0
desi shawarma,mughlai,estate link raod,0.0,50,0.0,0.0
pahunchar,"sweets, indian",borivali,0.0,45,0.0,0.0
chaarvi chinese wok cafe,"snacks, burgers",malad kan west,0.0,50,0.0,0.0
pratham fast food,chinese,jog gor east,0.0,49,0.0,0.0
punjabi meal box,indian,estate link raod,1.6,50,0.0,0.0
doston,"north indian, biryani, kebabs, tandoor, beverages",malad kan west,0.0,0,20.0,800.0
royal dairy,beverages,jog gor east,0.0,48,0.0,0.0
rapid bites,snacks,malad kan east,0.0,43,0.0,0.0
china chopstick,"chinese, indian",dahisar,3.7,54,0.0,0.0
creamy cool,beverages,borivali,0.0,46,0.0,0.0
parsley- the lounge,"beverages, chinese, pastas",malad kan west,0.0,45,20.0,700.0
mamta's kitchen,north indian,malad kan west,0.0,47,0.0,0.0
xotik cafe,"beverages, fast food",malad east,4.3,44,0.0,0.0
momo marvels,"tibetan, pan-asian",aarey road,4.4,50,0.0,0.0
the chinese cook house,"chinese, thai, fast food",malad kan west,2.9,49,0.0,0.0
yadav sweet mart,"sweets, snacks",malad east,0.0,46,0.0,0.0
cafekino,"snacks, salads",malad west,3.3,56,0.0,0.0
borivali falooda centre & veg-non veg centre,indian,dahisar east,2.5,43,0.0,0.0
bhakti's cake dreams,"bakery, desserts",dahisar,0.0,42,0.0,0.0
the juice tree,"juices, beverages",malad kan east,0.0,40,0.0,0.0
level up pizzeria,pizzas,malad kan west,0.0,49,0.0,0.0
benglore iyyengers bakery,"bakery, desserts",malad kan west,0.0,41,0.0,0.0
cake o' city - the ultimate cake stop,"desserts, beverages",malad west,2.8,45,0.0,250.0
bombay 62,"beverages, snacks",borivali,0.0,40,0.0,0.0
crocodile resturant,chinese,jog gor east,0.0,55,0.0,0.0
kasipuh,"chinese, snacks",dahisar east,4.6,42,25.0,125.0
mastani pavbhaji centre,"fast food, snacks",kandivali west,4.2,42,0.0,0.0
konkan bay,"indian, chinese, biryani, seafood, thalis",jog gor east,0.0,52,0.0,0.0
saras foods,"indian, chinese",borivali,0.0,46,0.0,0.0
parmanand,"street food, north indian, chinese, beverages, south indian",malad west,4.1,46,0.0,0.0
brioche,"bakery, snacks, fast food, pizzas",jog gor east,3.6,56,10.0,800.0
vijayshree icecream amul parlour,ice cream,borivali,0.0,44,0.0,0.0
joey's shawarma,"arabian, burgers, snacks, desserts",malad kan west,0.0,45,50.0,250.0
wok of fame,"chinese, snacks",prabhu udyog bhavan,3.7,41,25.0,125.0
d'sandwicha & snacks corner,"fast food, street food, chinese, pizzas",dahisar,0.0,49,0.0,0.0
celebration the cake shop,bakery,jog gor east,0.0,53,0.0,0.0
apna saybeen,chinese,borivali,0.0,40,0.0,0.0
s m special falooda and ice cream,"desserts, ice cream, beverages",jog gor east,4.6,50,40.0,200.0
rajeshahi bhog,"indian, snacks, thalis",jog gor west,0.0,49,0.0,0.0
exotic - the dining bar,"biryani, north indian, arabian, pizzas, chinese",malad west,4.7,46,0.0,0.0
royal china town,"chinese, indian",borivali,3.4,50,0.0,0.0
d sweet cloud,"bakery, ice cream",borivali,0.0,42,0.0,0.0
shree mahalaxmi restaurant and garden,"chinese, kebabs, biryani",mira road,2.9,52,0.0,250.0
maratha biryani centre,"chinese, north indian, biryani, tandoor",malad,0.0,43,0.0,0.0
hotel sai shradha,"snacks, beverages",kandivali west,3.9,40,0.0,0.0
absolute biryani,"biryani, north indian",borivali west,0.0,0,0.0,0.0
esora,indian,jog gor east,2.7,49,0.0,0.0
forks & spoons 51,"burgers, fast food, chinese, pizzas, beverages",malad kan east,0.0,48,0.0,0.0
eternal bliss,"bakery, desserts, beverages, ice cream",goregaon,4.1,49,0.0,0.0
honeys delights,burgers,malad kan west,0.0,55,0.0,0.0
aniket chinese,"chinese, snacks",dahisar east,4.5,41,0.0,0.0
sannju's kitchen,"italian, chinese",borivali,0.0,0,0.0,0.0
hooch restaurant,"italian, chinese, salads, north indian, fast food",borivali,0.0,44,0.0,0.0
pizzarita by the fusion kitchen,"italian, pizzas",borivali,4.2,45,0.0,0.0
brunchners,"snacks, burgers, pizzas, beverages",jog gor east,0.0,52,0.0,150.0
sai annapurna,"chinese, indian, biryani",malad kan west,4.4,46,0.0,0.0
nasta house,"north indian, beverages",malad kan west,0.0,45,0.0,0.0
masala mumbai,indian,malad kan east,3.7,40,20.0,100.0
bread bowl factory,"indian, continental",malad kan west,0.0,51,0.0,0.0
jizu - pan asian delicacies,"chinese, thai, oriental",malad west,3.8,54,0.0,0.0
bombay missal company,"snacks, fast food, pizzas, beverages",malad,3.8,42,0.0,0.0
bhandiwadekar's kitchen,"maharashtrian, snacks, street food, desserts",borivali,0.0,42,0.0,0.0
tea home,burgers,borivali,0.0,47,0.0,0.0
bambbaiya chinese,"chinese, oriental, biryani",borivali,3.9,44,0.0,0.0
sunny dosas n parathas,"south indian, north indian",dahisar,0.0,46,0.0,0.0
goregaon sports club,"pizzas, desserts, italian",malad kan west,0.0,45,0.0,0.0
the dhaba by geets rasoi,"chinese, indian",malad kan west,4.1,46,0.0,0.0
the mocha house,"beverages, cafe, snacks, desserts",kandivali (west),4.2,61,0.0,0.0
103 chinese corner,"chinese, south indian, indian",borivali,0.0,43,0.0,0.0
dayanand restaurant and bar,"indian, biryani",dahisar,0.0,42,0.0,0.0
ammo ki rasoi,indian,jog gor east,0.0,55,0.0,0.0
waffle and waffle,"desserts, beverages, waffle",dahisar west,4.1,56,0.0,0.0
jaya's famous sandwiches,"chinese, indian",malad kan west,0.0,49,0.0,0.0
fruitango juices shakes & smoothies,"beverages, chinese, snacks",rawal pada,0.0,40,0.0,0.0
fat boy food,"chinese, burgers, waffle",malad kan west,0.0,49,0.0,0.0
double door lounge,"chinese, italian",borivali,0.0,42,0.0,0.0
johny wokker,"chinese, continental",goregaon,4.9,54,0.0,0.0
lettuce-global veggies cuisine,"continental, italian",goregaon east,3.1,45,0.0,0.0
i m chinese food corner,"chinese, snacks",dahisar,0.0,37,0.0,0.0
mr.d misal pav,indian,malad kan west,0.0,44,0.0,0.0
tossin pizza,"pizzas, italian, beverages, desserts",malad west,4.2,0,50.0,100.0
louis burger,"burgers, american, fast food",borivali west,4.4,48,0.0,125.0
goila butter chicken,"north indian, biryani, kebabs, desserts",vithal jadhav house,4.1,55,15.0,100.0
slyce pizza,"burgers, american, fast food",borivali west,4.1,45,60.0,120.0
hotel sagar,"indian, chinese",mira road,4.2,55,0.0,0.0
lord petrick,"burgers, snacks, italian, desserts, beverages",link house,4.3,51,0.0,0.0
hotel konkan swad,"north indian, south indian, malwani, chinese, seafood",chincholi bunder road,3.8,54,0.0,0.0
british waffle co.,"desserts, beverages",malad east,4.3,42,0.0,175.0
rogan tadka,"north indian, chinese, continental, tandoor",goregaon east,4.1,41,0.0,0.0
udupi express,indian,kandivali west,4.4,63,0.0,0.0
prem's,"north indian, chinese, thai, indian, mughlai, biryani",malad west,4.4,46,0.0,0.0
fleur : the fern hotel,"north indian, thai, continental",goregaon east,4.4,60,0.0,0.0
simran biryani centre,biryani,charkop,3.6,35,0.0,0.0
majestic nx,indian,borivali west,4.5,56,0.0,0.0
city star,"north indian, chinese, tandoor, continental",goregaon east,4.2,45,0.0,0.0
bansi snacks,"snacks, chaat",malad kan west,3.8,49,0.0,0.0
mothers touch kathiyawadi,"indian, sweets, beverages",devrokarwadi new link road,4.1,74,0.0,250.0
sai krupa,"tandoor, chinese",goregaon,3.8,55,10.0,1000.0
bite-size,"salads, healthy food, continental, indian",malad kan west,4.1,49,0.0,0.0
peppy parathas & rolls by chai point,"bakery, beverages, maharashtrian, snacks, street food, south indian, punjabi, chaat, indian, american, north indian, fast food, desserts, cafe, healthy food, home food",malad west,4.2,54,40.0,80.0
just biryani,biryani,jog gor east,1.5,48,0.0,0.0
kalinda,"indian, chinese",malad west,0.0,0,0.0,0.0
bohoba,"italian, pizzas, mexican, continental, european, mediterranean, desserts",malad,0.0,0,0.0,0.0
chunkys cake shops,bakery,malad west,4.1,44,0.0,0.0
laxmi sweets and farsan,"sweets, snacks",dahisar east,4.3,32,0.0,0.0
grilled chicken company,"continental, healthy food, american",malad kan west,3.6,54,0.0,0.0
aande le lo cafe,french,malad kan west,4.7,67,0.0,0.0
biryani by kalinda,"biryani, snacks",malad kan west,4.1,58,0.0,0.0
fill and chill,desserts,malad west,3.2,63,0.0,0.0
sai sannidhi restaurant & bar,"north indian, chinese, seafood",mira road,0.0,0,0.0,0.0
chopstick house,"indian, tandoor, thalis",goregaon,3.3,66,0.0,0.0
just rice,indian,malad west,3.9,74,30.0,150.0
flags ii,"north indian, italian, continental, thai",chincholi bunder signal,4.2,61,10.0,1500.0
